degre;region;departement;arrondissement;groupement;numero;denomination;acte
3;Centre;Mbam-et-Kim;;;75;ENANGANA;
3;Centre;Mbam-et-Kim;;;76;GOURA;
3;Centre;Mbam-et-Kim;;;77;MBANGASSINA;
3;Centre;Mbam-et-Kim;;;78;NYAMANGAII;
3;Centre;Mbam-et-Kim;;;79;NYAMBALARURAL;
3;Centre;Mbam-et-Kim;;;80;NYAMBALAURBAIN;
3;Centre;Mbam-et-Kim;;;81;TALBA;
3;Centre;Mbam-et-Kim;;;82;YANGA;
3;Centre;Mbam-et-Kim;;;83;YEBEKOLO;
3;Centre;Mbam-et-Kim;;;84;BENGBENG;
3;Centre;Mbam-et-Kim;;;85;GAH;
3;Centre;Mbam-et-Kim;;;86;KONG;
3;Centre;Mbam-et-Kim;;;87;KPAGA;
3;Centre;Mbam-et-Kim;;;88;INA;
3;Centre;Mbam-et-Kim;;;89;MAMBIOKO;
3;Centre;Mbam-et-Kim;;;90;MAMGBLANG;
3;Centre;Mbam-et-Kim;;;91;MANDJA;
3;Centre;Mbam-et-Kim;;;92;MGBOUTOU;
3;Centre;Mbam-et-Kim;;;93;NDITAM;
3;Centre;Mbam-et-Kim;;;94;NGAMBE-HAOUSSA;
3;Centre;Mbam-et-Kim;;;95;NGANDIE;
3;Centre;Mbam-et-Kim;;;96;NGOUME;
3;Centre;Mbam-et-Kim;;;97;OUE;
3;Centre;Mbam-et-Kim;;;98;YAH;
3;Centre;Mbam-et-Kim;;;99;YANGGBA;
3;Centre;Mbam-et-Kim;;;100;KOUNDOURANGO;
3;Centre;Mbam-et-Kim;;;101;MBAKITA;
3;Centre;Mbam-et-Kim;;;102;OKPERAMOINGA;
3;Centre;Mbam-et-Kim;;;103;NDJAMTDOUKOUN;
3;Centre;Mbam-et-Kim;;;104;VALLEEDESCROYANTS;
3;Centre;Mbam-et-Kim;;;105;NYAFIANGA;
3;Centre;Mbam-et-Kim;;;106;KOUNDJOUNGOU;
3;Centre;Mbam-et-Kim;;;107;VILLAGENGAMBA;
3;Centre;Mbam-et-Kim;;;108;BONDO;
3;Centre;Mbam-et-Kim;;;109;MOUNGA;
3;Centre;Mbam-et-Kim;;;110;LABO;
3;Centre;Mbam-et-Kim;;;111;NYAMOKO;
3;Centre;Mbam-et-Kim;;;112;ONDOUANO;
3;Centre;Mbam-et-Kim;;;113;NYADINGUI;
3;Centre;Mbam-et-Kim;;;114;SERERE;
3;Centre;Mbam-et-Kim;;;115;NYABIDI;
3;Centre;Mbam-et-Kim;;;116;BANGARA;
3;Centre;Mbam-et-Kim;;;117;EGONA2;
3;Centre;Mbam-et-Kim;;;118;KOUTABA;
3;Centre;Mbam-et-Kim;;;119;MASSASSA;
3;Centre;Mbam-et-Kim;;;120;MAYIRMA;
3;Centre;Mbam-et-Kim;;;121;MBENGUE;
3;Centre;Mbam-et-Kim;;;122;NYAMONGO;
3;Centre;Mbam-et-Kim;;;123;NYASSAKOUNOU;
3;Centre;Mbam-et-Kim;;;124;NYANGAFOCK1;
3;Centre;Mbam-et-Kim;;;125;NYANGAFOCK2;
3;Centre;Mbam-et-Kim;;;126;QUARTIERHAOUSSA;
3;Centre;Mbam-et-Kim;;;127;YASSEM;
3;Centre;Méfou-et-Afamba;;;3;AKOUMBOU;
3;Centre;Méfou-et-Afamba;;;67;BLOCELIG-OWONO;
3;Centre;Méfou-et-Afamba;;;68;MEKOMBA;
3;Centre;Méfou-et-Afamba;;;69;MENDONG1;
3;Centre;Méfou-et-Afamba;;;70;MENDONG2;
3;Centre;Méfou-et-Afamba;;;71;MFOUVILLAGE;
3;Centre;Méfou-et-Afamba;;;72;NKASSOMO;
3;Centre;Méfou-et-Afamba;;;73;NKILZOK1;
3;Centre;Méfou-et-Afamba;;;74;NKOLASSI;
3;Centre;Méfou-et-Afamba;;;75;NKOLNGUET;
3;Centre;Méfou-et-Afamba;;;76;NKONDOM;
3;Centre;Méfou-et-Afamba;;;77;OBOUT;
3;Centre;Méfou-et-Afamba;;;78;MEHANDAN2;
3;Centre;Méfou-et-Afamba;;;79;MEHANDAN3;
3;Centre;Méfou-et-Afamba;;;80;MINKAN;
3;Centre;Méfou-et-Afamba;;;81;NKOLNDA1;
3;Centre;Méfou-et-Afamba;;;82;NKOLNDA2;
3;Centre;Méfou-et-Afamba;;;83;ODZA1;
3;Centre;Méfou-et-Afamba;;;84;ABEMBE1;
3;Centre;Méfou-et-Afamba;;;85;ABEMBE2;
3;Centre;Méfou-et-Afamba;;;86;ASSOMBO;
3;Centre;Méfou-et-Afamba;;;87;KAMBA1;
3;Centre;Méfou-et-Afamba;;;88;KAMBA2;
3;Centre;Méfou-et-Afamba;;;89;LOUM 1;
3;Centre;Méfou-et-Afamba;;;90;LOUM 2;
3;Centre;Méfou-et-Afamba;;;91;MESSENG;
3;Centre;Méfou-et-Afamba;;;92;NKILZOK2;
3;Centre;Méfou-et-Afamba;;;93;ONYIE;
3;Centre;Méfou-et-Afamba;;;94;AFANETOUNA;
3;Centre;Méfou-et-Afamba;;;95;EBOGO;
3;Centre;Méfou-et-Afamba;;;96;ETOUTOUA;
3;Centre;Méfou-et-Afamba;;;97;KOUTOU;
3;Centre;Méfou-et-Afamba;;;98;LONGO;
3;Centre;Méfou-et-Afamba;;;99;LOUM;
3;Centre;Méfou-et-Afamba;;;100;MBAMAYOCK;
3;Centre;Méfou-et-Afamba;;;101;MBESSI1;
3;Centre;Méfou-et-Afamba;;;102;MBESSI2;
3;Centre;Méfou-et-Afamba;;;103;MEBOE;
3;Centre;Méfou-et-Afamba;;;104;MEBOMENYI;
3;Centre;Méfou-et-Afamba;;;105;MFOU;
3;Centre;Méfou-et-Afamba;;;106;MINKOUMOU;
3;Centre;Méfou-et-Afamba;;;107;NGOUNDOU;
3;Centre;Méfou-et-Afamba;;;108;NKOLYANGA;
3;Centre;Méfou-et-Afamba;;;109;NTOUESSONG;
3;Centre;Méfou-et-Afamba;;;110;ONDOUNDOU;
3;Centre;Méfou-et-Afamba;;;111;EKOUMDOUMA1;
3;Centre;Méfou-et-Afamba;;;112;ETETANA;
3;Centre;Méfou-et-Afamba;;;113;MBENOA;
3;Centre;Méfou-et-Afamba;;;114;MENGUEME;
3;Centre;Méfou-et-Afamba;;;115;MVENG;
3;Centre;Méfou-et-Afamba;;;116;NDOMBO;
3;Centre;Méfou-et-Afamba;;;117;NGAT1;
3;Centre;Méfou-et-Afamba;;;118;NGAT2;
3;Centre;Méfou-et-Afamba;;;119;NGONWA1;
3;Centre;Méfou-et-Afamba;;;120;NGONWA2;
3;Centre;Méfou-et-Afamba;;;121;NOMAYOS;
3;Centre;Méfou-et-Afamba;;;122;AWAE;
3;Centre;Méfou-et-Afamba;;;123;BIKOUE;
3;Centre;Méfou-et-Afamba;;;124;ESSEBLOC1;
3;Centre;Méfou-et-Afamba;;;125;ESSEBLOC2;
3;Centre;Méfou-et-Afamba;;;126;ESSE-VILLAGE;
3;Centre;Méfou-et-Afamba;;;127;EWOT;
3;Centre;Méfou-et-Afamba;;;128;MENGALA;
3;Centre;Méfou-et-Afamba;;;129;MENGOSSA;
3;Centre;Méfou-et-Afamba;;;130;MFANDENA;
3;Centre;Méfou-et-Afamba;;;131;MFECKOUNDI;
3;Centre;Méfou-et-Afamba;;;132;NSIMI;
3;Centre;Méfou-et-Afamba;;;133;AKPAK;
3;Centre;Méfou-et-Afamba;;;134;EBODOUMOU;
3;Centre;Méfou-et-Afamba;;;135;EBOLZOK;
3;Centre;Méfou-et-Afamba;;;136;EMINI;
3;Centre;Méfou-et-Afamba;;;137;MBEMEDZOU;
3;Centre;Méfou-et-Afamba;;;138;MEVO-MEVO;
3;Centre;Méfou-et-Afamba;;;139;NGUINDA;
3;Centre;Méfou-et-Afamba;;;140;NKOLMBONDE1;
3;Centre;Méfou-et-Afamba;;;141;NKOLMBONDE2;
3;Centre;Méfou-et-Afamba;;;142;NKOMEYO;
3;Centre;Méfou-et-Afamba;;;143;BIKONG;
3;Centre;Méfou-et-Afamba;;;144;FEGMIMBANG;
3;Centre;Méfou-et-Afamba;;;145;MEBEM;
3;Centre;Méfou-et-Afamba;;;146;MEDOUMBOU;
3;Centre;Méfou-et-Afamba;;;147;MENDOMBO;
3;Centre;Méfou-et-Afamba;;;148;MINKOMILALA;
3;Centre;Méfou-et-Afamba;;;149;NKOL-AFAMBA;
3;Centre;Méfou-et-Afamba;;;150;NKOLAVOLO2;
3;Centre;Méfou-et-Afamba;;;151;NKOLBA;
3;Centre;Méfou-et-Afamba;;;152;OUGANDI;
3;Centre;Méfou-et-Afamba;;;153;AFANAESSELE;
3;Centre;Méfou-et-Afamba;;;154;AFANAMVIE;
3;Centre;Méfou-et-Afamba;;;155;AFANEATEBINI;
3;Centre;Méfou-et-Afamba;;;156;AKODOCK;
3;Centre;Méfou-et-Afamba;;;157;EBOLNKOK;
3;Centre;Méfou-et-Afamba;;;158;EDZENDOUAN;
3;Centre;Méfou-et-Afamba;;;159;MEBENGANDZAMA;
3;Centre;Méfou-et-Afamba;;;160;MEKA'A;
3;Centre;Méfou-et-Afamba;;;161;MINKOMIBE;
3;Centre;Méfou-et-Afamba;;;162;MVOMDOUMBA;
3;Centre;Méfou-et-Afamba;;;163;NDZANA;
3;Centre;Méfou-et-Afamba;;;164;NGOMBAN;
3;Centre;Méfou-et-Afamba;;;165;NKOAYOS;
3;Centre;Méfou-et-Afamba;;;166;AKOUNOU;
3;Centre;Méfou-et-Afamba;;;167;ESSAMINTSANG;
3;Centre;Méfou-et-Afamba;;;168;MENYOUMEKOMBO;
3;Centre;Méfou-et-Afamba;;;169;MEYO;
3;Centre;Méfou-et-Afamba;;;170;MINKOMILALA;
3;Centre;Méfou-et-Afamba;;;171;MVE1;
3;Centre;Méfou-et-Afamba;;;172;MVE2;
3;Centre;Méfou-et-Afamba;;;173;NKOLATO;
3;Centre;Méfou-et-Afamba;;;174;NLONG;
3;Centre;Méfou-et-Afamba;;;175;OFFOUMNSELEK1;
3;Centre;Méfou-et-Afamba;;;176;OFFOUMNSELEK2;
3;Centre;Méfou-et-Afamba;;;177;TOM;
3;Centre;Méfou-et-Afamba;;;178;AKEKELA;
3;Centre;Méfou-et-Afamba;;;179;AWAE1;
3;Centre;Méfou-et-Afamba;;;180;AWAE2;
3;Centre;Méfou-et-Afamba;;;181;AWAE-CENTRE;
3;Centre;Méfou-et-Afamba;;;182;AYOS;
3;Centre;Méfou-et-Afamba;;;183;BEKOUDOU;
3;Centre;Méfou-et-Afamba;;;184;EBOLSI;
3;Centre;Méfou-et-Afamba;;;185;EKIMBIE1;
3;Centre;Méfou-et-Afamba;;;186;EKIMBIE2;
3;Centre;Méfou-et-Afamba;;;187;LIBI;
3;Centre;Méfou-et-Afamba;;;188;MBELALEN;
3;Centre;Méfou-et-Afamba;;;189;MINLABA;
3;Centre;Méfou-et-Afamba;;;190;NGOANTET;
3;Centre;Méfou-et-Afamba;;;191;ODOUDOUMA1;
3;Centre;Méfou-et-Afamba;;;192;ODOUDOUMA2;
3;Centre;Méfou-et-Afamba;;;193;OLELA;
3;Centre;Méfou-et-Afamba;;;194;ZILI;
3;Centre;Méfou-et-Afamba;;;195;ZOANKOM;
3;Centre;Méfou-et-Afamba;;;196;AKAK;
3;Centre;Méfou-et-Afamba;;;197;AWAE-NKOABANG;
3;Centre;Méfou-et-Afamba;;;198;BIVIANG;
3;Centre;Méfou-et-Afamba;;;199;EBODENKOU;
3;Centre;Méfou-et-Afamba;;;200;EBOLOWA;
3;Centre;Méfou-et-Afamba;;;201;MBOUN;
3;Centre;Méfou-et-Afamba;;;202;MEWOUDOU;
3;Centre;Méfou-et-Afamba;;;203;NGAT;
3;Centre;Méfou-et-Afamba;;;204;NGUINDA;
3;Centre;Méfou-et-Afamba;;;205;NKOLNGUET;
3;Centre;Méfou-et-Afamba;;;206;NLOMAKENG;
3;Centre;Méfou-et-Afamba;;;207;OMAN;
3;Centre;Méfou-et-Afamba;;;208;AKOMKADA;
3;Centre;Méfou-et-Afamba;;;209;AKONDO;
3;Centre;Méfou-et-Afamba;;;210;ALANGANA;
3;Centre;Méfou-et-Afamba;;;211;AYENE;
3;Centre;Méfou-et-Afamba;;;212;EMVAN;
3;Centre;Méfou-et-Afamba;;;213;KAH;
3;Centre;Méfou-et-Afamba;;;214;KOMBO;
3;Centre;Méfou-et-Afamba;;;215;MFOU-ASSAMBA;
3;Centre;Méfou-et-Afamba;;;216;MIMBANG;
3;Centre;Méfou-et-Afamba;;;217;MVOLO;
3;Centre;Méfou-et-Afamba;;;218;NGONA;
3;Centre;Méfou-et-Afamba;;;219;NGOSSE;
3;Centre;Méfou-et-Afamba;;;220;NKOLESSONG;
3;Centre;Méfou-et-Afamba;;;221;NKOL-TOP;
3;Centre;Méfou-et-Afamba;;;222;NKOSSO;
3;Centre;Méfou-et-Afamba;;;223;OLANGUINA;
3;Centre;Méfou-et-Afamba;;;224;SANGUELA;
3;Centre;Méfou-et-Afamba;;;225;AKAK2;
3;Centre;Méfou-et-Afamba;;;226;ANDON;
3;Centre;Méfou-et-Afamba;;;227;MBANSAN1;
3;Centre;Méfou-et-Afamba;;;228;MBANSAN2;
3;Centre;Méfou-et-Afamba;;;229;MEBOUGOU;
3;Centre;Méfou-et-Afamba;;;230;NKOLTSIT;
3;Centre;Méfou-et-Afamba;;;231;NTOUESSONG4;
3;Centre;Méfou-et-Afamba;;;232;NTOUESSONG5;
3;Centre;Méfou-et-Afamba;;;233;NTOUESSONG6;
3;Centre;Méfou-et-Afamba;;;234;NTOUESSONG7;
3;Centre;Méfou-et-Afamba;;;235;NTOUESSONG8;
3;Centre;Méfou-et-Afamba;;;236;NTOUESSONG9;
3;Centre;Méfou-et-Afamba;;;237;ONGANDI;
3;Centre;Méfou-et-Afamba;;;238;OVENGOUL;
3;Centre;Méfou-et-Afamba;;;239;TING-MELEN;
3;Centre;Méfou-et-Afamba;;;240;AKAK1;
3;Centre;Méfou-et-Afamba;;;241;EBANG1;
3;Centre;Méfou-et-Afamba;;;242;EBANG2;
3;Centre;Méfou-et-Afamba;;;243;MEYOS;
3;Centre;Méfou-et-Afamba;;;244;NKOMETOU1;
3;Centre;Méfou-et-Afamba;;;245;NKOZOA;
3;Centre;Méfou-et-Afamba;;;246;ABONDO;
3;Centre;Méfou-et-Afamba;;;247;EBOGO2;
3;Centre;Méfou-et-Afamba;;;248;EBOGO3;
3;Centre;Méfou-et-Afamba;;;249;EBOGO4;
3;Centre;Méfou-et-Afamba;;;250;FOULASSI;
3;Centre;Méfou-et-Afamba;;;251;NGALI1;
3;Centre;Méfou-et-Afamba;;;252;NGALI2;
3;Centre;Méfou-et-Afamba;;;253;BANDA;
3;Centre;Méfou-et-Afamba;;;254;EBOGO1;
3;Centre;Méfou-et-Afamba;;;255;ESSIMEL;
3;Centre;Méfou-et-Afamba;;;256;ESSONG-MINTSANG;
3;Centre;Méfou-et-Afamba;;;257;KOULOU;
3;Centre;Méfou-et-Afamba;;;258;NGOUGOUMOU;
3;Centre;Méfou-et-Afamba;;;259;NKOLFOULOU1;
3;Centre;Méfou-et-Afamba;;;260;NKOLFOULOU2;
3;Centre;Méfou-et-Afamba;;;261;NSAN;
3;Centre;Méfou-et-Afamba;;;262;OBOA;
3;Centre;Méfou-et-Afamba;;;263;OKOA;
3;Centre;Méfou-et-Afamba;;;264;SOA-CENTRE;
3;Centre;Méfou-et-Afamba;;;265;AFANLOUM-CENTRE;
3;Centre;Méfou-et-Afamba;;;266;BISSONG;
3;Centre;Méfou-et-Afamba;;;267;EKOUMDOUMA2;
3;Centre;Méfou-et-Afamba;;;268;ETOMBANG;
3;Centre;Méfou-et-Afamba;;;269;MEKOM;
3;Centre;Méfou-et-Afamba;;;270;MEVAMEBOTO;
3;Centre;Méfou-et-Afamba;;;271;NGALAN-FONG;
3;Centre;Méfou-et-Afamba;;;272;NGOUGOUMOU;
3;Centre;Méfou-et-Afamba;;;273;NLONG;
3;Centre;Méfou-et-Afamba;;;274;ABANG;
3;Centre;Méfou-et-Afamba;;;275;ABANGA;
3;Centre;Méfou-et-Afamba;;;276;ABOMBO;
3;Centre;Méfou-et-Afamba;;;277;EFANDI;
3;Centre;Méfou-et-Afamba;;;278;EKOUMEYEN;
3;Centre;Méfou-et-Afamba;;;279;EYO;
3;Centre;Méfou-et-Afamba;;;280;MBAKA;
3;Centre;Méfou-et-Afamba;;;281;MEBANG;
3;Centre;Méfou-et-Afamba;;;282;MEBOU;
3;Centre;Méfou-et-Afamba;;;283;MEVEN;
3;Centre;Méfou-et-Afamba;;;284;MINDZIE;
3;Centre;Méfou-et-Afamba;;;285;NDIBISSON;
3;Centre;Méfou-et-Afamba;;;286;NKIL;
3;Centre;Méfou-et-Afamba;;;287;NKOMESSEBE;
3;Centre;Méfou-et-Afamba;;;288;NKONGMELEN;
3;Centre;Méfou-et-Afamba;;;289;AFAN;
3;Centre;Méfou-et-Afamba;;;290;ANYOUNGOM 1;
3;Centre;Méfou-et-Afamba;;;291;ANYOUNGOM 2;
3;Centre;Méfou-et-Afamba;;;292;NGALAN;
3;Centre;Méfou-et-Afamba;;;293;NKOLBISSON2;
3;Centre;Méfou-et-Afamba;;;294;NKOLMEYANG;
3;Centre;Méfou-et-Afamba;;;295;NKOLMEYANG2;
3;Centre;Méfou-et-Afamba;;;296;NKOLMEYANG3;
3;Centre;Méfou-et-Afamba;;;297;NKOMBASSI;
3;Centre;Méfou-et-Afamba;;;298;OBOM;
3;Centre;Méfou-et-Afamba;;;299;BITENG;
3;Centre;Méfou-et-Afamba;;;300;BITOTOL;
3;Centre;Méfou-et-Afamba;;;301;EBOLMEDZOM;
3;Centre;Méfou-et-Afamba;;;302;LADA1;
3;Centre;Méfou-et-Afamba;;;303;LADA2;
3;Centre;Méfou-et-Afamba;;;304;MEHANDAN1;
3;Centre;Méfou-et-Afamba;;;305;NKOLBIKOGO;
3;Centre;Méfou-et-Afamba;;;306;NKOLO1;
3;Centre;Méfou-et-Afamba;;;307;NKOLO2;
3;Centre;Méfou-et-Afamba;;;308;NKOLO3;
3;Centre;Méfou-et-Afamba;;;309;NKOULOU;
3;Centre;Méfou-et-Afamba;;;310;NSAZOMO;
3;Centre;Méfou-et-Afamba;;;311;AKAM;
3;Centre;Méfou-et-Afamba;;;312;ATOASSI;
3;Centre;Méfou-et-Afamba;;;313;DZOUZOK;
3;Centre;Méfou-et-Afamba;;;314;EKOM 1;
3;Centre;Méfou-et-Afamba;;;315;EKOM 2;
3;Centre;Méfou-et-Afamba;;;316;NGANG1;
3;Centre;Méfou-et-Afamba;;;317;NGANG2;
3;Centre;Méfou-et-Afamba;;;318;NKOLNGOE;
3;Centre;Méfou-et-Afamba;;;319;ZOK1;
3;Centre;Méfou-et-Afamba;;;320;ZOK2;
3;Centre;Méfou-et-Akono;;;3;ADZAP;
3;Centre;Méfou-et-Akono;;;4;DOUM;
3;Centre;Méfou-et-Akono;;;5;NKOLBONDI;
3;Centre;Méfou-et-Akono;;;6;NKOLELON;
3;Centre;Méfou-et-Akono;;;7;NKOL-EKELLE;
3;Centre;Méfou-et-Akono;;;8;SIM;
3;Centre;Méfou-et-Akono;;;11;MFIDA2;
3;Centre;Méfou-et-Akono;;;12;MFIDA3;
3;Centre;Méfou-et-Akono;;;13;MFIDA4;
3;Centre;Méfou-et-Akono;;;14;BILIK1;
3;Centre;Méfou-et-Akono;;;15;BILIK2;
3;Centre;Méfou-et-Akono;;;16;MBENG;
3;Centre;Méfou-et-Akono;;;17;NKOLNLONG1;
3;Centre;Méfou-et-Akono;;;18;NKOLNLONG2;
3;Centre;Méfou-et-Akono;;;19;NKOLNLONG3;
3;Centre;Méfou-et-Akono;;;20;OKOMBE;
3;Centre;Méfou-et-Akono;;;21;OVANGOUL3;
3;Centre;Méfou-et-Akono;;;22;AKONO1;
3;Centre;Méfou-et-Akono;;;23;AKONO2;
3;Centre;Méfou-et-Akono;;;24;AKONOCENTRE;
3;Centre;Méfou-et-Akono;;;25;EKOUMDOUM;
3;Centre;Méfou-et-Akono;;;26;FEGMIMBANG1;
3;Centre;Méfou-et-Akono;;;27;FEGMIMBANG2;
3;Centre;Méfou-et-Akono;;;28;FEGMIMBANG3;
3;Centre;Méfou-et-Akono;;;29;NGAMBA;
3;Centre;Méfou-et-Akono;;;30;NKOLAKONO1;
3;Centre;Méfou-et-Akono;;;31;NKOLAKONO2;
3;Centre;Méfou-et-Akono;;;32;ONANGONDI;
3;Centre;Méfou-et-Akono;;;33;ZOALOUMA;
3;Centre;Méfou-et-Akono;;;34;ABILI;
3;Centre;Méfou-et-Akono;;;35;EBAKOA;
3;Centre;Méfou-et-Akono;;;36;EBANGMENGONG;
3;Centre;Méfou-et-Akono;;;37;ESSAZOK2;
3;Centre;Méfou-et-Akono;;;38;NGOULMEKONG;
3;Centre;Méfou-et-Akono;;;39;NKOLNGUET;
3;Centre;Méfou-et-Akono;;;40;NKOLNSOH;
3;Centre;Méfou-et-Akono;;;41;NSOH;
3;Centre;Méfou-et-Akono;;;42;NTOUN;
3;Centre;Méfou-et-Akono;;;43;NYOMOCENTRE;
3;Centre;Méfou-et-Akono;;;44;OLOA;
3;Centre;Méfou-et-Akono;;;45;OZOM;
3;Centre;Méfou-et-Akono;;;46;VEGBE1;
3;Centre;Méfou-et-Akono;;;47;VEGBE2;
3;Centre;Méfou-et-Akono;;;48;ABANG;
3;Centre;Méfou-et-Akono;;;49;ALEN;
3;Centre;Méfou-et-Akono;;;50;BIKOKCENTRE;
3;Centre;Méfou-et-Akono;;;51;EBOUGMENYOU;
3;Centre;Méfou-et-Akono;;;52;KOULBOA;
3;Centre;Méfou-et-Akono;;;53;MBAKA'A;
3;Centre;Méfou-et-Akono;;;54;MENDONG;
3;Centre;Méfou-et-Akono;;;55;NKOEBE;
3;Centre;Méfou-et-Akono;;;56;NKOLMELEN;
3;Centre;Méfou-et-Akono;;;57;NKOLNGOCK2;
3;Centre;Méfou-et-Akono;;;58;NKONGNDOUGOU5;
3;Centre;Méfou-et-Akono;;;59;OMAN1;
3;Centre;Méfou-et-Akono;;;60;OMAN2;
3;Centre;Méfou-et-Akono;;;61;ZOATOUPSIE;
3;Centre;Méfou-et-Akono;;;62;BIKOLOGBIKOME2;
3;Centre;Méfou-et-Akono;;;63;MBADOUMOU1;
3;Centre;Méfou-et-Akono;;;64;MBADOUMOU2;
3;Centre;Méfou-et-Akono;;;65;MEYILACENTRE;
3;Centre;Méfou-et-Akono;;;66;NKONGNDOUGOU1;
3;Centre;Méfou-et-Akono;;;67;NKONGNDOUGOU2;
3;Centre;Méfou-et-Akono;;;68;NKONGNDOUGOU3;
3;Centre;Méfou-et-Akono;;;69;NKONGNDOUGOU4;
3;Centre;Méfou-et-Akono;;;70;NKONGNDOUGOU6;
3;Centre;Méfou-et-Akono;;;73;MANMENYIE;
3;Centre;Méfou-et-Akono;;;74;MELEN;
3;Centre;Méfou-et-Akono;;;75;NKILNTSAM 1;
3;Centre;Méfou-et-Akono;;;76;NKILNTSAM 2;
3;Centre;Méfou-et-Akono;;;77;NKOLNGOK;
3;Centre;Méfou-et-Akono;;;78;NKONGBIMVIA;
3;Centre;Méfou-et-Akono;;;79;NKONGNEN1;
3;Centre;Méfou-et-Akono;;;80;OKODE1;
3;Centre;Méfou-et-Akono;;;81;OKODE2;
3;Centre;Méfou-et-Akono;;;82;ONANGONDI;
3;Centre;Méfou-et-Akono;;;83;ABANGMINDI;
3;Centre;Méfou-et-Akono;;;84;AKOKBEKOE;
3;Centre;Méfou-et-Akono;;;85;ANDOCK;
3;Centre;Méfou-et-Akono;;;86;EVINDISSICENTRE;
3;Centre;Méfou-et-Akono;;;87;MVOUNKENG;
3;Centre;Méfou-et-Akono;;;88;NKONHNEN2;
3;Centre;Méfou-et-Akono;;;89;NTOUESSONG;
3;Centre;Méfou-et-Akono;;;90;SONGMIMBIANS;
3;Centre;Méfou-et-Akono;;;91;BIBONGBIDOUM;
3;Centre;Méfou-et-Akono;;;92;BINGUELA1;
3;Centre;Méfou-et-Akono;;;93;BINGUELA2;
3;Centre;Méfou-et-Akono;;;94;ETILBIBEGUE;
3;Centre;Méfou-et-Akono;;;95;MBADOUMOU;
3;Centre;Méfou-et-Akono;;;96;MBALNGONG;
3;Centre;Méfou-et-Akono;;;97;MBANKOMOVILLAGE;
3;Centre;Méfou-et-Akono;;;98;MBAYENGUE1;
3;Centre;Méfou-et-Akono;;;99;MEFOU-ASSI;
3;Centre;Méfou-et-Akono;;;100;MEYENG-ADZAP;
3;Centre;Méfou-et-Akono;;;101;NKOLAKONO;
3;Centre;Méfou-et-Akono;;;102;NKOLNGOK;
3;Centre;Méfou-et-Akono;;;103;NKONGBINGUELA;
3;Centre;Méfou-et-Akono;;;104;NOMAYOS1;
3;Centre;Méfou-et-Akono;;;105;NOMAYOS2;
3;Centre;Méfou-et-Akono;;;106;NTOUESSONG2;
3;Centre;Méfou-et-Akono;;;107;OSSOKOE;
3;Centre;Méfou-et-Akono;;;108;OVENG;
3;Centre;Méfou-et-Akono;;;109;BIBE;
3;Centre;Méfou-et-Akono;;;110;BIKOLOGBIKOME;
3;Centre;Méfou-et-Akono;;;111;BIYAN;
3;Centre;Méfou-et-Akono;;;112;ELIGAKENG1;
3;Centre;Méfou-et-Akono;;;113;ELIGAKENG2;
3;Centre;Méfou-et-Akono;;;114;NGATSONGO;
3;Centre;Méfou-et-Akono;;;115;NGOUMOU1;
3;Centre;Méfou-et-Akono;;;116;NGUMU-NKOABANG;
3;Centre;Méfou-et-Akono;;;117;NKOLBIYEN;
3;Centre;Méfou-et-Akono;;;118;NKONGBIYEN;
3;Centre;Méfou-et-Akono;;;119;NKOUMADZAP;
3;Centre;Méfou-et-Akono;;;120;NTOUESSONG;
3;Centre;Méfou-et-Akono;;;121;ZOASSEL1;
3;Centre;Méfou-et-Akono;;;122;ZOASSEL2;
3;Centre;Méfou-et-Akono;;;123;ELIGESSOMBAMBALLA;
3;Centre;Méfou-et-Akono;;;124;ELOUMDEN1;
3;Centre;Méfou-et-Akono;;;125;ELOUMDEN2;
3;Centre;Méfou-et-Akono;;;126;MBAKOMOVILLE;
3;Centre;Méfou-et-Akono;;;127;MIAN;
3;Centre;Méfou-et-Akono;;;128;NKOLOMAN;
3;Centre;Méfou-et-Akono;;;129;NKOLTSAM;
3;Centre;Méfou-et-Akono;;;130;NKOLYEGUE1;
3;Centre;Méfou-et-Akono;;;131;NKOLYEGUE2;
3;Centre;Méfou-et-Akono;;;132;OKOA-MARIA;
3;Centre;Méfou-et-Akono;;;135;ANGALA;
3;Centre;Méfou-et-Akono;;;136;ANGONGO;
3;Centre;Méfou-et-Akono;;;137;BONGO;
3;Centre;Méfou-et-Akono;;;138;EBEBA1;
3;Centre;Méfou-et-Akono;;;139;EBEBA2;
3;Centre;Méfou-et-Akono;;;140;EDIPKOMBO;
3;Centre;Méfou-et-Akono;;;141;KALA;
3;Centre;Méfou-et-Akono;;;142;MEFOMO;
3;Centre;Méfou-et-Akono;;;143;MENVINI;
3;Centre;Méfou-et-Akono;;;144;MESSOK1;
3;Centre;Méfou-et-Akono;;;145;NDEN;
3;Centre;Méfou-et-Akono;;;146;NKADIP;
3;Centre;Méfou-et-Akono;;;147;NKOLMENYENGUE;
3;Centre;Méfou-et-Akono;;;148;NKOLMEWOUTH;
3;Centre;Méfou-et-Akono;;;149;NKOMEKOUI;
3;Centre;Méfou-et-Akono;;;150;NKOTNKONG;
3;Centre;Méfou-et-Akono;;;151;NTANG;
3;Centre;Méfou-et-Akono;;;152;OKONG;
3;Centre;Méfou-et-Akono;;;153;ONGOT;
3;Centre;Méfou-et-Akono;;;154;OSSONKIA;
3;Centre;Méfou-et-Akono;;;155;ABANG2;
